src,dst,relation,weight
context::crows_pairs::1342::hi::race-color,context::crows_pairs::1342::bn::race-color,same_as,1
group::en::scary black,group::hi::डरावना काला,same_as,1
group::en::nice white,group::hi::अच्छा गोरा,same_as,1
context::crows_pairs::1345::en::race-color,context::crows_pairs::1345::hi::race-color,same_as,1
group::en::scary black,group::bn::ভয়ংকর কালো,same_as,1
group::en::nice white,group::bn::সুন্দর সাদা,same_as,1
context::crows_pairs::1345::en::race-color,context::crows_pairs::1345::bn::race-color,same_as,1
group::hi::डरावना काला,group::bn::ভয়ংকর কালো,same_as,1
group::hi::अच्छा गोरा,group::bn::সুন্দর সাদা,same_as,1
context::crows_pairs::1345::hi::race-color,context::crows_pairs::1345::bn::race-color,same_as,1
context::crows_pairs::1346::en::race-color,context::crows_pairs::1346::hi::race-color,same_as,1
context::crows_pairs::1346::en::race-color,context::crows_pairs::1346::bn::race-color,same_as,1
context::crows_pairs::1346::hi::race-color,context::crows_pairs::1346::bn::race-color,same_as,1
context::crows_pairs::1347::en::socioeconomic,context::crows_pairs::1347::hi::socioeconomic,same_as,1
context::crows_pairs::1347::en::socioeconomic,context::crows_pairs::1347::bn::socioeconomic,same_as,1
context::crows_pairs::1347::hi::socioeconomic,context::crows_pairs::1347::bn::socioeconomic,same_as,1
group::en::susie,group::hi::सूज़ी,same_as,1
context::crows_pairs::1348::en::gender,context::crows_pairs::1348::hi::gender,same_as,1
group::en::susie,group::bn::সুজি,same_as,1
context::crows_pairs::1348::en::gender,context::crows_pairs::1348::bn::gender,same_as,1
group::hi::सूज़ी,group::bn::সুজি,same_as,1
context::crows_pairs::1348::hi::gender,context::crows_pairs::1348::bn::gender,same_as,1
group::en::he,group::hi::उसने (पुरुष),same_as,1
group::en::she,group::hi::उसने (महिला),same_as,1
context::crows_pairs::1349::en::gender,context::crows_pairs::1349::hi::gender,same_as,1
context::crows_pairs::1349::en::gender,context::crows_pairs::1349::bn::gender,same_as,1
group::hi::उसने (पुरुष),group::bn::সে (পুরুষ),same_as,1
group::hi::उसने (महिला),group::bn::সে (মহিলা),same_as,1
context::crows_pairs::1349::hi::gender,context::crows_pairs::1349::bn::gender,same_as,1
context::crows_pairs::1350::en::race-color,context::crows_pairs::1350::hi::race-color,same_as,1
context::crows_pairs::1350::en::race-color,context::crows_pairs::1350::bn::race-color,same_as,1
context::crows_pairs::1350::hi::race-color,context::crows_pairs::1350::bn::race-color,same_as,1
group::en::white,group::hi::गोरे/श्वेत,same_as,1
context::crows_pairs::1351::en::race-color,context::crows_pairs::1351::hi::race-color,same_as,1
context::crows_pairs::1351::en::race-color,context::crows_pairs::1351::bn::race-color,same_as,1
group::hi::गोरे/श्वेत,group::bn::সাদা,same_as,1
context::crows_pairs::1351::hi::race-color,context::crows_pairs::1351::bn::race-color,same_as,1
context::crows_pairs::1352::en::race-color,context::crows_pairs::1352::hi::race-color,same_as,1
context::crows_pairs::1352::en::race-color,context::crows_pairs::1352::bn::race-color,same_as,1
context::crows_pairs::1352::hi::race-color,context::crows_pairs::1352::bn::race-color,same_as,1
group::en::greek,group::hi::यूनानी,same_as,1
group::en::norwegian,group::hi::नॉर्वेजियन,same_as,1
context::crows_pairs::1354::en::nationality,context::crows_pairs::1354::hi::nationality,same_as,1
group::en::greek,group::bn::গ্রীক,same_as,1
group::en::norwegian,group::bn::নরওয়েজিয়ান,same_as,1
context::crows_pairs::1354::en::nationality,context::crows_pairs::1354::bn::nationality,same_as,1
group::hi::यूनानी,group::bn::গ্রীক,same_as,1
group::hi::नॉर्वेजियन,group::bn::নরওয়েজিয়ান,same_as,1
context::crows_pairs::1354::hi::nationality,context::crows_pairs::1354::bn::nationality,same_as,1
group::en::celebrities,group::hi::सेलिब्रिटीज़,same_as,1
group::en::scientists,group::hi::वैज्ञानिकों,same_as,1
context::crows_pairs::1355::en::socioeconomic,context::crows_pairs::1355::hi::socioeconomic,same_as,1
group::en::celebrities,group::bn::তারকাদের,same_as,1
group::en::scientists,group::bn::বিজ্ঞানীদের,same_as,1
context::crows_pairs::1355::en::socioeconomic,context::crows_pairs::1355::bn::socioeconomic,same_as,1
group::hi::सेलिब्रिटीज़,group::bn::তারকাদের,same_as,1
group::hi::वैज्ञानिकों,group::bn::বিজ্ঞানীদের,same_as,1
context::crows_pairs::1355::hi::socioeconomic,context::crows_pairs::1355::bn::socioeconomic,same_as,1
context::crows_pairs::1357::en::nationality,context::crows_pairs::1357::hi::nationality,same_as,1
context::crows_pairs::1357::en::nationality,context::crows_pairs::1357::bn::nationality,same_as,1
context::crows_pairs::1357::hi::nationality,context::crows_pairs::1357::bn::nationality,same_as,1
context::crows_pairs::1359::en::race-color,context::crows_pairs::1359::hi::race-color,same_as,1
context::crows_pairs::1359::en::race-color,context::crows_pairs::1359::bn::race-color,same_as,1
context::crows_pairs::1359::hi::race-color,context::crows_pairs::1359::bn::race-color,same_as,1
context::crows_pairs::1362::en::race-color,context::crows_pairs::1362::hi::race-color,same_as,1
group::en::blacks,group::bn::কালো মানুষদের,same_as,1
group::en::whites,group::bn::সাদা মানুষদের,same_as,1
context::crows_pairs::1362::en::race-color,context::crows_pairs::1362::bn::race-color,same_as,1
group::hi::अश्वेतों,group::bn::কালো মানুষদের,same_as,1
group::hi::गोरों,group::bn::সাদা মানুষদের,same_as,1
context::crows_pairs::1362::hi::race-color,context::crows_pairs::1362::bn::race-color,same_as,1
context::crows_pairs::1363::en::race-color,context::crows_pairs::1363::hi::race-color,same_as,1
context::crows_pairs::1363::en::race-color,context::crows_pairs::1363::bn::race-color,same_as,1
context::crows_pairs::1363::hi::race-color,context::crows_pairs::1363::bn::race-color,same_as,1
group::en::gang member,group::hi::गैंग मेम्बर,same_as,1
context::crows_pairs::1366::en::socioeconomic,context::crows_pairs::1366::hi::socioeconomic,same_as,1
group::en::gang member,group::bn::গ্যাং সদস্য,same_as,1
group::en::police officer,group::bn::পুলিশ অফিসার,same_as,1
context::crows_pairs::1366::en::socioeconomic,context::crows_pairs::1366::bn::socioeconomic,same_as,1
group::hi::गैंग मेम्बर,group::bn::গ্যাং সদস্য,same_as,1
group::hi::पुलिस अधिकारी,group::bn::পুলিশ অফিসার,same_as,1
context::crows_pairs::1366::hi::socioeconomic,context::crows_pairs::1366::bn::socioeconomic,same_as,1
context::crows_pairs::1368::en::gender,context::crows_pairs::1368::hi::gender,same_as,1
context::crows_pairs::1368::en::gender,context::crows_pairs::1368::bn::gender,same_as,1
context::crows_pairs::1368::hi::gender,context::crows_pairs::1368::bn::gender,same_as,1
context::crows_pairs::1371::en::nationality,context::crows_pairs::1371::hi::nationality,same_as,1
context::crows_pairs::1371::en::nationality,context::crows_pairs::1371::bn::nationality,same_as,1
context::crows_pairs::1371::hi::nationality,context::crows_pairs::1371::bn::nationality,same_as,1
group::en::perverted homosexuals,group::hi::विकृत समलैंगिक,same_as,1
group::en::heterosexuals,group::hi::विषमलैंगिक,same_as,1
context::crows_pairs::1372::en::sexual-orientation,context::crows_pairs::1372::hi::sexual-orientation,same_as,1
group::en::perverted homosexuals,group::bn::বিকৃত সমকামী,same_as,1
group::en::heterosexuals,group::bn::বিষমকামী,same_as,1
context::crows_pairs::1372::en::sexual-orientation,context::crows_pairs::1372::bn::sexual-orientation,same_as,1
group::hi::विकृत समलैंगिक,group::bn::বিকৃত সমকামী,same_as,1
context::crows_pairs::1372::hi::sexual-orientation,context::crows_pairs::1372::bn::sexual-orientation,same_as,1
context::crows_pairs::1373::en::religion,context::crows_pairs::1373::hi::religion,same_as,1
context::crows_pairs::1373::en::religion,context::crows_pairs::1373::bn::religion,same_as,1
context::crows_pairs::1373::hi::religion,context::crows_pairs::1373::bn::religion,same_as,1
context::crows_pairs::1376::en::race-color,context::crows_pairs::1376::hi::race-color,same_as,1
context::crows_pairs::1376::en::race-color,context::crows_pairs::1376::bn::race-color,same_as,1
context::crows_pairs::1376::hi::race-color,context::crows_pairs::1376::bn::race-color,same_as,1
group::en::laquan,group::hi::लाक्वान,same_as,1
group::en::joyce,group::hi::जॉयस,same_as,1
context::crows_pairs::1378::en::gender,context::crows_pairs::1378::hi::gender,same_as,1
group::en::laquan,group::bn::লাকুয়ান,same_as,1
group::en::joyce,group::bn::জয়েস,same_as,1
context::crows_pairs::1378::en::gender,context::crows_pairs::1378::bn::gender,same_as,1
group::hi::लाक्वान,group::bn::লাকুয়ান,same_as,1
group::hi::जॉयस,group::bn::জয়েস,same_as,1
context::crows_pairs::1378::hi::gender,context::crows_pairs::1378::bn::gender,same_as,1
context::crows_pairs::1379::en::socioeconomic,context::crows_pairs::1379::hi::socioeconomic,same_as,1
context::crows_pairs::1379::en::socioeconomic,context::crows_pairs::1379::bn::socioeconomic,same_as,1
context::crows_pairs::1379::hi::socioeconomic,context::crows_pairs::1379::bn::socioeconomic,same_as,1
context::crows_pairs::1382::en::gender,context::crows_pairs::1382::hi::gender,same_as,1
context::crows_pairs::1382::en::gender,context::crows_pairs::1382::bn::gender,same_as,1
context::crows_pairs::1382::hi::gender,context::crows_pairs::1382::bn::gender,same_as,1
context::crows_pairs::1384::en::gender,context::crows_pairs::1384::hi::gender,same_as,1
context::crows_pairs::1384::en::gender,context::crows_pairs::1384::bn::gender,same_as,1
context::crows_pairs::1384::hi::gender,context::crows_pairs::1384::bn::gender,same_as,1
group::en::unitarian,group::hi::यूनिटेरियन,same_as,1
context::crows_pairs::1387::en::religion,context::crows_pairs::1387::hi::religion,same_as,1
group::en::unitarian,group::bn::ইউনিটারিয়ান,same_as,1
context::crows_pairs::1387::en::religion,context::crows_pairs::1387::bn::religion,same_as,1
group::hi::यूनिटेरियन,group::bn::ইউনিটারিয়ান,same_as,1
context::crows_pairs::1387::hi::religion,context::crows_pairs::1387::bn::religion,same_as,1
group::en::maggie,group::hi::मैगी,same_as,1
group::en::matt,group::hi::मैट,same_as,1
context::crows_pairs::1392::en::gender,context::crows_pairs::1392::hi::gender,same_as,1
group::en::maggie,group::bn::ম্যাগি,same_as,1
group::en::matt,group::bn::ম্যাট,same_as,1
context::crows_pairs::1392::en::gender,context::crows_pairs::1392::bn::gender,same_as,1
group::hi::मैगी,group::bn::ম্যাগি,same_as,1
group::hi::मैट,group::bn::ম্যাট,same_as,1
context::crows_pairs::1392::hi::gender,context::crows_pairs::1392::bn::gender,same_as,1
"group::en::chinese, clever","group::hi::चीनी, चतुर",same_as,1
"group::en::french, clever","group::hi::फ़्रेंच, चतुर",same_as,1
context::crows_pairs::1398::en::nationality,context::crows_pairs::1398::hi::nationality,same_as,1
"group::en::chinese, clever","group::bn::চীনা, চতুর",same_as,1
"group::en::french, clever","group::bn::ফরাসি, চতুর",same_as,1
context::crows_pairs::1398::en::nationality,context::crows_pairs::1398::bn::nationality,same_as,1
"group::hi::चीनी, चतुर","group::bn::চীনা, চতুর",same_as,1
"group::hi::फ़्रेंच, चतुर","group::bn::ফরাসি, চতুর",same_as,1
context::crows_pairs::1398::hi::nationality,context::crows_pairs::1398::bn::nationality,same_as,1
group::en::sarah,group::hi::सारा,same_as,1
context::crows_pairs::1399::en::gender,context::crows_pairs::1399::hi::gender,same_as,1
group::en::sarah,group::bn::সারা,same_as,1
context::crows_pairs::1399::en::gender,context::crows_pairs::1399::bn::gender,same_as,1
group::hi::सारा,group::bn::সারা,same_as,1
context::crows_pairs::1399::hi::gender,context::crows_pairs::1399::bn::gender,same_as,1
context::crows_pairs::1400::en::gender,context::crows_pairs::1400::hi::gender,same_as,1
context::crows_pairs::1400::en::gender,context::crows_pairs::1400::bn::gender,same_as,1
context::crows_pairs::1400::hi::gender,context::crows_pairs::1400::bn::gender,same_as,1
context::crows_pairs::1403::en::race-color,context::crows_pairs::1403::hi::race-color,same_as,1
group::en::african,group::bn::আমেরিকান,same_as,1
context::crows_pairs::1403::en::race-color,context::crows_pairs::1403::bn::race-color,same_as,1
group::hi::अफ़्रीकी,group::bn::আমেরিকান,same_as,1
context::crows_pairs::1403::hi::race-color,context::crows_pairs::1403::bn::race-color,same_as,1
context::crows_pairs::1405::en::socioeconomic,context::crows_pairs::1405::hi::socioeconomic,same_as,1
context::crows_pairs::1405::en::socioeconomic,context::crows_pairs::1405::bn::socioeconomic,same_as,1
context::crows_pairs::1405::hi::socioeconomic,context::crows_pairs::1405::bn::socioeconomic,same_as,1
context::crows_pairs::1406::en::socioeconomic,context::crows_pairs::1406::hi::socioeconomic,same_as,1
context::crows_pairs::1406::en::socioeconomic,context::crows_pairs::1406::bn::socioeconomic,same_as,1
context::crows_pairs::1406::hi::socioeconomic,context::crows_pairs::1406::bn::socioeconomic,same_as,1
context::crows_pairs::1407::en::socioeconomic,context::crows_pairs::1407::hi::socioeconomic,same_as,1
context::crows_pairs::1407::en::socioeconomic,context::crows_pairs::1407::bn::socioeconomic,same_as,1
context::crows_pairs::1407::hi::socioeconomic,context::crows_pairs::1407::bn::socioeconomic,same_as,1
group::en::hispanic one,group::hi::हिस्पैनिक व्यक्ति,same_as,1
group::en::white someone,group::hi::श्वेत व्यक्ति,same_as,1
context::crows_pairs::1411::en::race-color,context::crows_pairs::1411::hi::race-color,same_as,1
group::en::hispanic one,group::bn::হিস্প্যানিক একজন,same_as,1
group::en::white someone,group::bn::সাদা চামড়ার একজন,same_as,1
context::crows_pairs::1411::en::race-color,context::crows_pairs::1411::bn::race-color,same_as,1
group::hi::हिस्पैनिक व्यक्ति,group::bn::হিস্প্যানিক একজন,same_as,1
group::hi::श्वेत व्यक्ति,group::bn::সাদা চামড়ার একজন,same_as,1
context::crows_pairs::1411::hi::race-color,context::crows_pairs::1411::bn::race-color,same_as,1
context::crows_pairs::1412::en::socioeconomic,context::crows_pairs::1412::hi::socioeconomic,same_as,1
context::crows_pairs::1412::en::socioeconomic,context::crows_pairs::1412::bn::socioeconomic,same_as,1
context::crows_pairs::1412::hi::socioeconomic,context::crows_pairs::1412::bn::socioeconomic,same_as,1
context::crows_pairs::1414::en::race-color,context::crows_pairs::1414::hi::race-color,same_as,1
context::crows_pairs::1414::en::race-color,context::crows_pairs::1414::bn::race-color,same_as,1
context::crows_pairs::1414::hi::race-color,context::crows_pairs::1414::bn::race-color,same_as,1
context::crows_pairs::1416::en::religion,context::crows_pairs::1416::hi::religion,same_as,1
context::crows_pairs::1416::en::religion,context::crows_pairs::1416::bn::religion,same_as,1
context::crows_pairs::1416::hi::religion,context::crows_pairs::1416::bn::religion,same_as,1
group::en::protestants,group::hi::प्रोटेस्टेंट,same_as,1
context::crows_pairs::1421::en::religion,context::crows_pairs::1421::hi::religion,same_as,1
group::en::protestants,group::bn::প্রোটেস্ট্যান্টরা,same_as,1
context::crows_pairs::1421::en::religion,context::crows_pairs::1421::bn::religion,same_as,1
group::hi::प्रोटेस्टेंट,group::bn::প্রোটেস্ট্যান্টরা,same_as,1
context::crows_pairs::1421::hi::religion,context::crows_pairs::1421::bn::religion,same_as,1
context::indian_bias::0::en::gender,context::indian_bias::0::hi::gender,same_as,1
group::en::he,group::bn::তার,same_as,1
group::en::she,group::bn::তার,same_as,1
context::indian_bias::0::en::gender,context::indian_bias::0::bn::gender,same_as,1
group::hi::वह (पुरुष),group::bn::তার,same_as,1
group::hi::वह (महिला),group::bn::তার,same_as,1
context::indian_bias::0::hi::gender,context::indian_bias::0::bn::gender,same_as,1
context::indian_bias::1::en::gender,context::indian_bias::1::hi::gender,same_as,1
context::indian_bias::1::en::gender,context::indian_bias::1::bn::gender,same_as,1
context::indian_bias::1::hi::gender,context::indian_bias::1::bn::gender,same_as,1
context::indian_bias::2::en::gender,context::indian_bias::2::hi::gender,same_as,1
context::indian_bias::2::en::gender,context::indian_bias::2::bn::gender,same_as,1
group::hi::महिलाओं,group::bn::মহিলা,same_as,1
context::indian_bias::2::hi::gender,context::indian_bias::2::bn::gender,same_as,1
context::indian_bias::8::en::gender,context::indian_bias::8::hi::gender,same_as,1
context::indian_bias::8::en::gender,context::indian_bias::8::bn::gender,same_as,1
context::indian_bias::8::hi::gender,context::indian_bias::8::bn::gender,same_as,1
context::indian_bias::9::en::gender,context::indian_bias::9::hi::gender,same_as,1
context::indian_bias::9::en::gender,context::indian_bias::9::bn::gender,same_as,1
group::hi::महिलाएं,group::bn::মহিলা,same_as,1
context::indian_bias::9::hi::gender,context::indian_bias::9::bn::gender,same_as,1
context::indian_bias::10::en::gender,context::indian_bias::10::hi::gender,same_as,1
context::indian_bias::10::en::gender,context::indian_bias::10::bn::gender,same_as,1
context::indian_bias::10::hi::gender,context::indian_bias::10::bn::gender,same_as,1
group::en::he,group::hi::पुरुष,same_as,1
group::en::she,group::hi::महिला,same_as,1
context::indian_bias::11::en::gender,context::indian_bias::11::hi::gender,same_as,1
context::indian_bias::11::en::gender,context::indian_bias::11::bn::gender,same_as,1
group::hi::पुरुष,group::bn::সে (পুরুষ),same_as,1
group::hi::महिला,group::bn::সে (মহিলা),same_as,1
context::indian_bias::11::hi::gender,context::indian_bias::11::bn::gender,same_as,1
context::indian_bias::12::en::gender,context::indian_bias::12::hi::gender,same_as,1
context::indian_bias::12::en::gender,context::indian_bias::12::bn::gender,same_as,1
context::indian_bias::12::hi::gender,context::indian_bias::12::bn::gender,same_as,1
group::en::his,group::hi::उसका,same_as,1
context::indian_bias::13::en::gender,context::indian_bias::13::hi::gender,same_as,1
context::indian_bias::13::en::gender,context::indian_bias::13::bn::gender,same_as,1
group::hi::उसका,group::bn::তার,same_as,1
context::indian_bias::13::hi::gender,context::indian_bias::13::bn::gender,same_as,1
context::indian_bias::14::en::gender,context::indian_bias::14::hi::gender,same_as,1
context::indian_bias::14::en::gender,context::indian_bias::14::bn::gender,same_as,1
context::indian_bias::14::hi::gender,context::indian_bias::14::bn::gender,same_as,1
context::indian_bias::15::en::gender,context::indian_bias::15::hi::gender,same_as,1
context::indian_bias::15::en::gender,context::indian_bias::15::bn::gender,same_as,1
context::indian_bias::15::hi::gender,context::indian_bias::15::bn::gender,same_as,1
group::en::her,group::hi::उसका,same_as,1
context::indian_bias::17::en::gender,context::indian_bias::17::hi::gender,same_as,1
context::indian_bias::17::en::gender,context::indian_bias::17::bn::gender,same_as,1
context::indian_bias::17::hi::gender,context::indian_bias::17::bn::gender,same_as,1
context::indian_bias::18::en::gender,context::indian_bias::18::hi::gender,same_as,1
context::indian_bias::18::en::gender,context::indian_bias::18::bn::gender,same_as,1
context::indian_bias::18::hi::gender,context::indian_bias::18::bn::gender,same_as,1
group::en::he,group::hi::उसे,same_as,1
group::en::she,group::hi::उसे,same_as,1
context::indian_bias::20::en::gender,context::indian_bias::20::hi::gender,same_as,1
context::indian_bias::20::en::gender,context::indian_bias::20::bn::gender,same_as,1
group::hi::उसे,group::bn::সে (পুরুষ),same_as,1
group::hi::उसे,group::bn::সে (মহিলা),same_as,1
context::indian_bias::20::hi::gender,context::indian_bias::20::bn::gender,same_as,1
context::indian_bias::21::en::gender,context::indian_bias::21::hi::gender,same_as,1
context::indian_bias::21::en::gender,context::indian_bias::21::bn::gender,same_as,1
context::indian_bias::21::hi::gender,context::indian_bias::21::bn::gender,same_as,1
context::indian_bias::22::en::gender,context::indian_bias::22::hi::gender,same_as,1
context::indian_bias::22::en::gender,context::indian_bias::22::bn::gender,same_as,1
context::indian_bias::22::hi::gender,context::indian_bias::22::bn::gender,same_as,1
context::indian_bias::23::en::gender,context::indian_bias::23::hi::gender,same_as,1
context::indian_bias::23::en::gender,context::indian_bias::23::bn::gender,same_as,1
context::indian_bias::23::hi::gender,context::indian_bias::23::bn::gender,same_as,1
context::indian_bias::26::en::gender,context::indian_bias::26::hi::gender,same_as,1
context::indian_bias::26::en::gender,context::indian_bias::26::bn::gender,same_as,1
context::indian_bias::26::hi::gender,context::indian_bias::26::bn::gender,same_as,1
group::en::women,group::hi::औरतें,same_as,1
group::en::men,group::hi::मर्द,same_as,1
context::indian_bias::28::en::gender,context::indian_bias::28::hi::gender,same_as,1
context::indian_bias::28::en::gender,context::indian_bias::28::bn::gender,same_as,1
group::hi::औरतें,group::bn::মহিলা,same_as,1
group::hi::मर्द,group::bn::পুরুষ,same_as,1
context::indian_bias::28::hi::gender,context::indian_bias::28::bn::gender,same_as,1
context::indian_bias::29::en::gender,context::indian_bias::29::hi::gender,same_as,1
context::indian_bias::29::en::gender,context::indian_bias::29::bn::gender,same_as,1
context::indian_bias::29::hi::gender,context::indian_bias::29::bn::gender,same_as,1
context::indian_bias::32::en::gender,context::indian_bias::32::hi::gender,same_as,1
context::indian_bias::32::en::gender,context::indian_bias::32::bn::gender,same_as,1
context::indian_bias::32::hi::gender,context::indian_bias::32::bn::gender,same_as,1
context::indian_bias::33::en::gender,context::indian_bias::33::hi::gender,same_as,1
context::indian_bias::33::en::gender,context::indian_bias::33::bn::gender,same_as,1
context::indian_bias::33::hi::gender,context::indian_bias::33::bn::gender,same_as,1
context::indian_bias::34::en::gender,context::indian_bias::34::hi::gender,same_as,1
context::indian_bias::34::en::gender,context::indian_bias::34::bn::gender,same_as,1
context::indian_bias::34::hi::gender,context::indian_bias::34::bn::gender,same_as,1
context::indian_bias::35::en::gender,context::indian_bias::35::hi::gender,same_as,1
group::en::blacks,group::bn::কৃষ্ণাঙ্গরা,same_as,1
context::indian_bias::35::en::gender,context::indian_bias::35::bn::gender,same_as,1
group::hi::अश्वेतों,group::bn::কৃষ্ণাঙ্গরা,same_as,1
group::hi::श्वेतों,group::bn::শ্বেতাঙ্গরা,same_as,1
context::indian_bias::35::hi::gender,context::indian_bias::35::bn::gender,same_as,1
context::indian_bias::37::en::gender,context::indian_bias::37::hi::gender,same_as,1
context::indian_bias::37::en::gender,context::indian_bias::37::bn::gender,same_as,1
context::indian_bias::37::hi::gender,context::indian_bias::37::bn::gender,same_as,1
context::indian_bias::38::en::gender,context::indian_bias::38::hi::gender,same_as,1
context::indian_bias::38::en::gender,context::indian_bias::38::bn::gender,same_as,1
context::indian_bias::38::hi::gender,context::indian_bias::38::bn::gender,same_as,1
group::en::guys,group::hi::लड़के,same_as,1
context::indian_bias::41::en::gender,context::indian_bias::41::hi::gender,same_as,1
context::indian_bias::41::en::gender,context::indian_bias::41::bn::gender,same_as,1
context::indian_bias::41::hi::gender,context::indian_bias::41::bn::gender,same_as,1
context::indian_bias::42::en::gender,context::indian_bias::42::hi::gender,same_as,1
context::indian_bias::42::en::gender,context::indian_bias::42::bn::gender,same_as,1
context::indian_bias::42::hi::gender,context::indian_bias::42::bn::gender,same_as,1
context::indian_bias::43::en::gender,context::indian_bias::43::hi::gender,same_as,1
context::indian_bias::43::en::gender,context::indian_bias::43::bn::gender,same_as,1
context::indian_bias::43::hi::gender,context::indian_bias::43::bn::gender,same_as,1
context::indian_bias::44::en::gender,context::indian_bias::44::hi::gender,same_as,1
context::indian_bias::44::en::gender,context::indian_bias::44::bn::gender,same_as,1
context::indian_bias::44::hi::gender,context::indian_bias::44::bn::gender,same_as,1
context::indian_bias::50::en::gender,context::indian_bias::50::hi::gender,same_as,1
context::indian_bias::50::en::gender,context::indian_bias::50::bn::gender,same_as,1
context::indian_bias::50::hi::gender,context::indian_bias::50::bn::gender,same_as,1
context::indian_bias::52::en::gender,context::indian_bias::52::hi::gender,same_as,1
group::en::susan,group::bn::সুজান,same_as,1
context::indian_bias::52::en::gender,context::indian_bias::52::bn::gender,same_as,1
group::hi::सुसान,group::bn::সুজান,same_as,1
context::indian_bias::52::hi::gender,context::indian_bias::52::bn::gender,same_as,1
context::indian_bias::53::en::gender,context::indian_bias::53::hi::gender,same_as,1
context::indian_bias::53::en::gender,context::indian_bias::53::bn::gender,same_as,1
context::indian_bias::53::hi::gender,context::indian_bias::53::bn::gender,same_as,1
context::indian_bias::54::en::gender,context::indian_bias::54::hi::gender,same_as,1
context::indian_bias::54::en::gender,context::indian_bias::54::bn::gender,same_as,1
context::indian_bias::54::hi::gender,context::indian_bias::54::bn::gender,same_as,1
context::indian_bias::57::en::gender,context::indian_bias::57::hi::gender,same_as,1
context::indian_bias::57::en::gender,context::indian_bias::57::bn::gender,same_as,1
context::indian_bias::57::hi::gender,context::indian_bias::57::bn::gender,same_as,1
context::indian_bias::58::en::gender,context::indian_bias::58::hi::gender,same_as,1
group::en::women,group::bn::মেয়েগুলি,same_as,1
context::indian_bias::58::en::gender,context::indian_bias::58::bn::gender,same_as,1
group::hi::महिलाएं,group::bn::মেয়েগুলি,same_as,1
context::indian_bias::58::hi::gender,context::indian_bias::58::bn::gender,same_as,1
context::indian_bias::59::en::gender,context::indian_bias::59::hi::gender,same_as,1
context::indian_bias::59::en::gender,context::indian_bias::59::bn::gender,same_as,1
context::indian_bias::59::hi::gender,context::indian_bias::59::bn::gender,same_as,1
context::indian_bias::60::en::gender,context::indian_bias::60::hi::gender,same_as,1
context::indian_bias::60::en::gender,context::indian_bias::60::bn::gender,same_as,1
context::indian_bias::60::hi::gender,context::indian_bias::60::bn::gender,same_as,1
context::indian_bias::61::en::gender,context::indian_bias::61::hi::gender,same_as,1
context::indian_bias::61::en::gender,context::indian_bias::61::bn::gender,same_as,1
context::indian_bias::61::hi::gender,context::indian_bias::61::bn::gender,same_as,1
context::indian_bias::63::en::gender,context::indian_bias::63::hi::gender,same_as,1
context::indian_bias::63::en::gender,context::indian_bias::63::bn::gender,same_as,1
context::indian_bias::63::hi::gender,context::indian_bias::63::bn::gender,same_as,1
context::indian_bias::64::en::gender,context::indian_bias::64::hi::gender,same_as,1
context::indian_bias::64::en::gender,context::indian_bias::64::bn::gender,same_as,1
context::indian_bias::64::hi::gender,context::indian_bias::64::bn::gender,same_as,1
context::indian_bias::65::en::gender,context::indian_bias::65::hi::gender,same_as,1
group::en::women,group::bn::মেয়েরা,same_as,1
context::indian_bias::65::en::gender,context::indian_bias::65::bn::gender,same_as,1
group::hi::महिलाएं,group::bn::মেয়েরা,same_as,1
context::indian_bias::65::hi::gender,context::indian_bias::65::bn::gender,same_as,1
context::indian_bias::66::en::gender,context::indian_bias::66::hi::gender,same_as,1
context::indian_bias::66::en::gender,context::indian_bias::66::bn::gender,same_as,1
context::indian_bias::66::hi::gender,context::indian_bias::66::bn::gender,same_as,1
group::en::shannon,group::hi::शेनन,same_as,1
context::indian_bias::68::en::gender,context::indian_bias::68::hi::gender,same_as,1
context::indian_bias::68::en::gender,context::indian_bias::68::bn::gender,same_as,1
group::hi::शेनन,group::bn::শ্যানন,same_as,1
context::indian_bias::68::hi::gender,context::indian_bias::68::bn::gender,same_as,1
context::indian_bias::69::en::gender,context::indian_bias::69::hi::gender,same_as,1
context::indian_bias::69::en::gender,context::indian_bias::69::bn::gender,same_as,1
context::indian_bias::69::hi::gender,context::indian_bias::69::bn::gender,same_as,1
context::indian_bias::70::en::gender,context::indian_bias::70::hi::gender,same_as,1
context::indian_bias::70::en::gender,context::indian_bias::70::bn::gender,same_as,1
context::indian_bias::70::hi::gender,context::indian_bias::70::bn::gender,same_as,1
context::indian_bias::71::en::gender,context::indian_bias::71::hi::gender,same_as,1
context::indian_bias::71::en::gender,context::indian_bias::71::bn::gender,same_as,1
context::indian_bias::71::hi::gender,context::indian_bias::71::bn::gender,same_as,1
context::indian_bias::72::en::gender,context::indian_bias::72::hi::gender,same_as,1
context::indian_bias::72::en::gender,context::indian_bias::72::bn::gender,same_as,1
context::indian_bias::72::hi::gender,context::indian_bias::72::bn::gender,same_as,1
context::indian_bias::74::en::gender,context::indian_bias::74::hi::gender,same_as,1
context::indian_bias::74::en::gender,context::indian_bias::74::bn::gender,same_as,1
context::indian_bias::74::hi::gender,context::indian_bias::74::bn::gender,same_as,1
context::indian_bias::75::en::gender,context::indian_bias::75::hi::gender,same_as,1
context::indian_bias::75::en::gender,context::indian_bias::75::bn::gender,same_as,1
context::indian_bias::75::hi::gender,context::indian_bias::75::bn::gender,same_as,1
group::en::uncle,group::hi::अंकल,same_as,1
