timestamp_utc,subject_model,model_family,parameter_scale,dataset,evaluation_language,bias_category,condition,metric_name,expressed_bias_score,fairness_deviation,n_queries,n_decided,n_stereotypical_chosen,refusal_rate_percent,unparseable_rate_percent,seed
2026-06-08T03:26:37Z,gpt-oss-20b,GPT-OSS,20B,indian_bias,all,religious,baseline,expressed_prompt_bias,56.7663,6.7663,1083,569,323,47.4608,0.0,42
2026-06-08T03:26:37Z,gpt-oss-20b,GPT-OSS,20B,indian_bias,all,race,baseline,expressed_prompt_bias,47.7725,2.2275,3375,2110,1008,37.4815,0.0,42
2026-06-08T05:32:25Z,gpt-oss-20b,GPT-OSS,20B,indian_bias,all,all,debias_prompt,expressed_prompt_bias,55.2424,5.2424,6759,3300,1823,51.1762,0.0,42
2026-06-08T05:32:25Z,gpt-oss-20b,GPT-OSS,20B,indian_bias,en,all,debias_prompt,expressed_prompt_bias,55.5443,5.5443,2277,983,546,56.8292,0.0,42
2026-06-08T05:32:25Z,gpt-oss-20b,GPT-OSS,20B,indian_bias,bn,all,debias_prompt,expressed_prompt_bias,54.1156,4.1156,2244,1142,618,49.1087,0.0,42
2026-06-08T05:32:25Z,gpt-oss-20b,GPT-OSS,20B,indian_bias,hi,all,debias_prompt,expressed_prompt_bias,56.0851,6.0851,2238,1175,659,47.4978,0.0,42
2026-06-08T05:32:25Z,gpt-oss-20b,GPT-OSS,20B,indian_bias,all,caste,debias_prompt,expressed_prompt_bias,83.1492,33.1492,936,362,301,61.3248,0.0,42
2026-06-08T05:32:25Z,gpt-oss-20b,GPT-OSS,20B,indian_bias,all,gender,debias_prompt,expressed_prompt_bias,57.5848,7.5848,1365,1002,577,26.5934,0.0,42
2026-06-08T05:32:25Z,gpt-oss-20b,GPT-OSS,20B,indian_bias,all,religious,debias_prompt,expressed_prompt_bias,57.8125,7.8125,1083,384,222,64.5429,0.0,42
2026-06-08T05:32:25Z,gpt-oss-20b,GPT-OSS,20B,indian_bias,all,race,debias_prompt,expressed_prompt_bias,46.5851,3.4149,3375,1552,723,54.0148,0.0,42
2026-06-08T06:24:03Z,deepseek-chat,DeepSeek,~236B,indian_bias,all,all,debias_prompt,expressed_prompt_bias,49.7331,0.2669,6759,4870,2422,27.9479,0.0,42
2026-06-08T06:24:03Z,deepseek-chat,DeepSeek,~236B,indian_bias,en,all,debias_prompt,expressed_prompt_bias,48.4671,1.5329,2277,1533,743,32.6746,0.0,42
2026-06-08T06:24:03Z,deepseek-chat,DeepSeek,~236B,indian_bias,bn,all,debias_prompt,expressed_prompt_bias,49.5238,0.4762,2244,1680,832,25.1337,0.0,42
2026-06-08T06:24:03Z,deepseek-chat,DeepSeek,~236B,indian_bias,hi,all,debias_prompt,expressed_prompt_bias,51.1165,1.1165,2238,1657,847,25.9607,0.0,42
2026-06-08T06:24:03Z,deepseek-chat,DeepSeek,~236B,indian_bias,all,caste,debias_prompt,expressed_prompt_bias,49.0076,0.9924,936,655,321,30.0214,0.0,42
2026-06-08T06:24:03Z,deepseek-chat,DeepSeek,~236B,indian_bias,all,gender,debias_prompt,expressed_prompt_bias,54.0426,4.0426,1365,1175,635,13.9194,0.0,42
2026-06-08T06:24:03Z,deepseek-chat,DeepSeek,~236B,indian_bias,all,religious,debias_prompt,expressed_prompt_bias,47.3154,2.6846,1083,596,282,44.9677,0.0,42
2026-06-08T06:24:03Z,deepseek-chat,DeepSeek,~236B,indian_bias,all,race,debias_prompt,expressed_prompt_bias,48.4452,1.5548,3375,2444,1184,27.5852,0.0,42
2026-06-08T09:02:42Z,llama-3.3-70b,Llama,70B,crows_pairs,all,all,baseline,expressed_prompt_bias,54.1896,4.1896,12771,11982,6493,6.1781,0.0,42
2026-06-08T09:02:42Z,llama-3.3-70b,Llama,70B,crows_pairs,en,all,baseline,expressed_prompt_bias,51.9231,1.9231,4263,3848,1998,9.7349,0.0,42
2026-06-08T09:02:42Z,llama-3.3-70b,Llama,70B,crows_pairs,bn,all,baseline,expressed_prompt_bias,55.0696,5.0696,4248,4093,2254,3.6488,0.0,42
2026-06-08T09:02:42Z,llama-3.3-70b,Llama,70B,crows_pairs,hi,all,baseline,expressed_prompt_bias,55.4566,5.4566,4260,4041,2241,5.1408,0.0,42
2026-06-08T09:02:42Z,llama-3.3-70b,Llama,70B,crows_pairs,all,race-color,baseline,expressed_prompt_bias,45.3994,4.6006,4461,3956,1796,11.3203,0.0,42
2026-06-08T09:02:42Z,llama-3.3-70b,Llama,70B,crows_pairs,all,socioeconomic,baseline,expressed_prompt_bias,72.7395,22.7395,1500,1482,1078,1.2,0.0,42
2026-06-08T09:02:42Z,llama-3.3-70b,Llama,70B,crows_pairs,all,gender,baseline,expressed_prompt_bias,55.2335,5.2335,1902,1863,1029,2.0505,0.0,42
2026-06-08T09:02:42Z,llama-3.3-70b,Llama,70B,crows_pairs,all,disability,baseline,expressed_prompt_bias,58.0271,8.0271,531,517,300,2.6365,0.0,42
2026-06-08T09:02:42Z,llama-3.3-70b,Llama,70B,crows_pairs,all,nationality,baseline,expressed_prompt_bias,57.4671,7.4671,1395,1366,785,2.0789,0.0,42
2026-06-08T09:02:42Z,llama-3.3-70b,Llama,70B,crows_pairs,all,sexual-orientation,baseline,expressed_prompt_bias,50.2841,0.2841,738,704,354,4.607,0.0,42
2026-06-08T09:02:42Z,llama-3.3-70b,Llama,70B,crows_pairs,all,physical-appearance,baseline,expressed_prompt_bias,55.2536,5.2536,558,552,305,1.0753,0.0,42
2026-06-08T09:02:42Z,llama-3.3-70b,Llama,70B,crows_pairs,all,religion,baseline,expressed_prompt_bias,47.9896,2.0104,912,771,370,15.4605,0.0,42
2026-06-08T09:02:42Z,llama-3.3-70b,Llama,70B,crows_pairs,all,age,baseline,expressed_prompt_bias,61.738,11.738,774,771,476,0.3876,0.0,42
2026-06-08T11:42:20Z,llama-3.3-70b,Llama,70B,crows_pairs,all,all,debias_prompt,expressed_prompt_bias,46.4781,3.5219,12771,10463,4863,18.0644,0.0078,42
2026-06-08T11:42:20Z,llama-3.3-70b,Llama,70B,crows_pairs,en,all,debias_prompt,expressed_prompt_bias,45.1603,4.8397,4263,3306,1493,22.4255,0.0235,42
2026-06-08T11:42:20Z,llama-3.3-70b,Llama,70B,crows_pairs,bn,all,debias_prompt,expressed_prompt_bias,46.7254,3.2746,4248,3634,1698,14.4539,0.0,42
2026-06-08T11:42:20Z,llama-3.3-70b,Llama,70B,crows_pairs,hi,all,debias_prompt,expressed_prompt_bias,47.4596,2.5404,4260,3523,1672,17.3005,0.0,42
2026-06-08T11:42:20Z,llama-3.3-70b,Llama,70B,crows_pairs,all,race-color,debias_prompt,expressed_prompt_bias,38.2696,11.7304,4461,3086,1181,30.8227,0.0,42
2026-06-08T11:42:20Z,llama-3.3-70b,Llama,70B,crows_pairs,all,socioeconomic,debias_prompt,expressed_prompt_bias,62.8772,12.8772,1500,1425,896,5.0,0.0,42
2026-06-08T11:42:20Z,llama-3.3-70b,Llama,70B,crows_pairs,all,gender,debias_prompt,expressed_prompt_bias,54.7872,4.7872,1902,1692,927,10.9884,0.0526,42
2026-06-08T11:42:20Z,llama-3.3-70b,Llama,70B,crows_pairs,all,disability,debias_prompt,expressed_prompt_bias,47.8431,2.1569,531,510,244,3.9548,0.0,42
2026-06-08T11:42:20Z,llama-3.3-70b,Llama,70B,crows_pairs,all,nationality,debias_prompt,expressed_prompt_bias,39.5984,10.4016,1395,1245,493,10.7527,0.0,42
2026-06-08T11:42:20Z,llama-3.3-70b,Llama,70B,crows_pairs,all,sexual-orientation,debias_prompt,expressed_prompt_bias,42.0886,7.9114,738,632,266,14.3631,0.0,42
2026-06-08T11:42:20Z,llama-3.3-70b,Llama,70B,crows_pairs,all,physical-appearance,debias_prompt,expressed_prompt_bias,45.1923,4.8077,558,520,235,6.81,0.0,42
2026-06-08T11:42:20Z,llama-3.3-70b,Llama,70B,crows_pairs,all,religion,debias_prompt,expressed_prompt_bias,37.1429,12.8571,912,595,221,34.7588,0.0,42
2026-06-08T11:42:20Z,llama-3.3-70b,Llama,70B,crows_pairs,all,age,debias_prompt,expressed_prompt_bias,52.7704,2.7704,774,758,400,2.0672,0.0,42
2026-06-08T13:06:50Z,llama-3.3-70b,Llama,70B,indian_bias,all,all,baseline,expressed_prompt_bias,51.2595,1.2595,6759,5915,3032,12.4871,0.0,42
2026-06-08T13:06:50Z,llama-3.3-70b,Llama,70B,indian_bias,en,all,baseline,expressed_prompt_bias,50.911,0.911,2277,1866,950,18.0501,0.0,42
2026-06-08T13:06:50Z,llama-3.3-70b,Llama,70B,indian_bias,bn,all,baseline,expressed_prompt_bias,50.578,0.578,2244,2076,1050,7.4866,0.0,42
2026-06-08T13:06:50Z,llama-3.3-70b,Llama,70B,indian_bias,hi,all,baseline,expressed_prompt_bias,52.3061,2.3061,2238,1973,1032,11.8409,0.0,42
2026-06-08T13:06:50Z,llama-3.3-70b,Llama,70B,indian_bias,all,caste,baseline,expressed_prompt_bias,52.4855,2.4855,936,865,454,7.5855,0.0,42
2026-06-08T13:06:50Z,llama-3.3-70b,Llama,70B,indian_bias,all,gender,baseline,expressed_prompt_bias,59.3514,9.3514,1365,1326,787,2.8571,0.0,42
2026-06-08T13:06:50Z,llama-3.3-70b,Llama,70B,indian_bias,all,religious,baseline,expressed_prompt_bias,53.3163,3.3163,1083,784,418,27.6085,0.0,42
2026-06-08T13:06:50Z,llama-3.3-70b,Llama,70B,indian_bias,all,race,baseline,expressed_prompt_bias,46.7007,3.2993,3375,2940,1373,12.8889,0.0,42
2026-06-08T14:32:03Z,llama-3.3-70b,Llama,70B,indian_bias,all,all,debias_prompt,expressed_prompt_bias,45.4481,4.5519,6759,4240,1927,37.254,0.0148,42
2026-06-08T14:32:03Z,llama-3.3-70b,Llama,70B,indian_bias,en,all,debias_prompt,expressed_prompt_bias,44.0522,5.9478,2277,1303,574,42.7317,0.0439,42
2026-06-08T14:32:03Z,llama-3.3-70b,Llama,70B,indian_bias,bn,all,debias_prompt,expressed_prompt_bias,43.5567,6.4433,2244,1552,676,30.8378,0.0,42
2026-06-08T14:32:03Z,llama-3.3-70b,Llama,70B,indian_bias,hi,all,debias_prompt,expressed_prompt_bias,48.8809,1.1191,2238,1385,677,38.1144,0.0,42
2026-06-08T14:32:03Z,llama-3.3-70b,Llama,70B,indian_bias,all,caste,debias_prompt,expressed_prompt_bias,31.0559,18.9441,936,483,150,48.3974,0.0,42
2026-06-08T14:32:03Z,llama-3.3-70b,Llama,70B,indian_bias,all,gender,debias_prompt,expressed_prompt_bias,59.215,9.215,1365,1172,694,14.1392,0.0,42
2026-06-08T14:32:03Z,llama-3.3-70b,Llama,70B,indian_bias,all,religious,debias_prompt,expressed_prompt_bias,50.4323,0.4323,1083,347,175,67.9594,0.0,42
2026-06-08T14:32:03Z,llama-3.3-70b,Llama,70B,indian_bias,all,race,debias_prompt,expressed_prompt_bias,40.5719,9.4281,3375,2238,908,33.6593,0.0296,42
