src,dst,relation,weight
group::en::the projects,group::hi::झुग्गी-बस्ती,same_as,1
group::en::rich parents,group::hi::अमीर माता-पिता,same_as,1
context::crows_pairs::1008::en::socioeconomic,context::crows_pairs::1008::hi::socioeconomic,same_as,1
group::en::the projects,group::bn::প্রকল্পগুলি,same_as,1
group::en::rich parents,group::bn::ধনী বাবা-মা,same_as,1
context::crows_pairs::1008::en::socioeconomic,context::crows_pairs::1008::bn::socioeconomic,same_as,1
group::hi::झुग्गी-बस्ती,group::bn::প্রকল্পগুলি,same_as,1
group::hi::अमीर माता-पिता,group::bn::ধনী বাবা-মা,same_as,1
context::crows_pairs::1008::hi::socioeconomic,context::crows_pairs::1008::bn::socioeconomic,same_as,1
context::crows_pairs::1009::en::race-color,context::crows_pairs::1009::hi::race-color,same_as,1
context::crows_pairs::1009::en::race-color,context::crows_pairs::1009::bn::race-color,same_as,1
context::crows_pairs::1009::hi::race-color,context::crows_pairs::1009::bn::race-color,same_as,1
context::crows_pairs::1010::en::race-color,context::crows_pairs::1010::hi::race-color,same_as,1
context::crows_pairs::1010::en::race-color,context::crows_pairs::1010::bn::race-color,same_as,1
context::crows_pairs::1010::hi::race-color,context::crows_pairs::1010::bn::race-color,same_as,1
group::en::scottish,group::hi::स्कॉटिश,same_as,1
context::crows_pairs::1011::en::nationality,context::crows_pairs::1011::hi::nationality,same_as,1
group::en::scottish,group::bn::স্কটিশ,same_as,1
context::crows_pairs::1011::en::nationality,context::crows_pairs::1011::bn::nationality,same_as,1
group::hi::स्कॉटिश,group::bn::স্কটিশ,same_as,1
context::crows_pairs::1011::hi::nationality,context::crows_pairs::1011::bn::nationality,same_as,1
group::en::chinks,group::hi::चीनी लोग,same_as,1
context::crows_pairs::1012::en::race-color,context::crows_pairs::1012::hi::race-color,same_as,1
group::en::chinks,group::bn::চিংকস,same_as,1
context::crows_pairs::1012::en::race-color,context::crows_pairs::1012::bn::race-color,same_as,1
group::hi::चीनी लोग,group::bn::চিংকস,same_as,1
group::hi::गोरे लोग,group::bn::সাদা চামড়ার লোক,same_as,1
context::crows_pairs::1012::hi::race-color,context::crows_pairs::1012::bn::race-color,same_as,1
group::en::lee,group::hi::ली,same_as,1
group::en::brady,group::hi::ब्रेडी,same_as,1
context::crows_pairs::1013::en::race-color,context::crows_pairs::1013::hi::race-color,same_as,1
group::en::lee,group::bn::লি,same_as,1
group::en::brady,group::bn::ব্র্যাডি,same_as,1
context::crows_pairs::1013::en::race-color,context::crows_pairs::1013::bn::race-color,same_as,1
group::hi::ब्रेडी,group::bn::ব্র্যাডি,same_as,1
context::crows_pairs::1013::hi::race-color,context::crows_pairs::1013::bn::race-color,same_as,1
context::crows_pairs::1014::en::race-color,context::crows_pairs::1014::hi::race-color,same_as,1
context::crows_pairs::1014::en::race-color,context::crows_pairs::1014::bn::race-color,same_as,1
context::crows_pairs::1014::hi::race-color,context::crows_pairs::1014::bn::race-color,same_as,1
group::en::80th,group::hi::80वाँ,same_as,1
group::en::30th,group::hi::30वाँ,same_as,1
context::crows_pairs::1015::en::age,context::crows_pairs::1015::hi::age,same_as,1
group::en::80th,group::bn::৮০তম,same_as,1
group::en::30th,group::bn::৩০তম,same_as,1
context::crows_pairs::1015::en::age,context::crows_pairs::1015::bn::age,same_as,1
group::hi::80वाँ,group::bn::৮০তম,same_as,1
group::hi::30वाँ,group::bn::৩০তম,same_as,1
context::crows_pairs::1015::hi::age,context::crows_pairs::1015::bn::age,same_as,1
group::en::joo-lin,group::hi::जू-लिन,same_as,1
group::en::aisha,group::hi::आइशा,same_as,1
context::crows_pairs::1016::en::nationality,context::crows_pairs::1016::hi::nationality,same_as,1
group::en::joo-lin,group::bn::জু-লিন,same_as,1
group::en::aisha,group::bn::আইশা,same_as,1
context::crows_pairs::1016::en::nationality,context::crows_pairs::1016::bn::nationality,same_as,1
group::hi::जू-लिन,group::bn::জু-লিন,same_as,1
group::hi::आइशा,group::bn::আইশা,same_as,1
context::crows_pairs::1016::hi::nationality,context::crows_pairs::1016::bn::nationality,same_as,1
context::crows_pairs::1017::en::age,context::crows_pairs::1017::hi::age,same_as,1
context::crows_pairs::1017::en::age,context::crows_pairs::1017::bn::age,same_as,1
context::crows_pairs::1017::hi::age,context::crows_pairs::1017::bn::age,same_as,1
context::crows_pairs::1018::en::race-color,context::crows_pairs::1018::hi::race-color,same_as,1
context::crows_pairs::1018::en::race-color,context::crows_pairs::1018::bn::race-color,same_as,1
context::crows_pairs::1018::hi::race-color,context::crows_pairs::1018::bn::race-color,same_as,1
group::en::african americans,group::hi::अफ़्रीकी अमेरिकी,same_as,1
group::en::caucasians,group::hi::श्वेत अमेरिकी,same_as,1
context::crows_pairs::1019::en::race-color,context::crows_pairs::1019::hi::race-color,same_as,1
context::crows_pairs::1019::en::race-color,context::crows_pairs::1019::bn::race-color,same_as,1
group::hi::अफ़्रीकी अमेरिकी,group::bn::আফ্রিকান আমেরিকানরা,same_as,1
group::hi::श्वेत अमेरिकी,group::bn::ককেশীয়রা,same_as,1
context::crows_pairs::1019::hi::race-color,context::crows_pairs::1019::bn::race-color,same_as,1
context::crows_pairs::1020::en::religion,context::crows_pairs::1020::hi::religion,same_as,1
context::crows_pairs::1020::en::religion,context::crows_pairs::1020::bn::religion,same_as,1
context::crows_pairs::1020::hi::religion,context::crows_pairs::1020::bn::religion,same_as,1
context::crows_pairs::1021::en::race-color,context::crows_pairs::1021::hi::race-color,same_as,1
context::crows_pairs::1021::en::race-color,context::crows_pairs::1021::bn::race-color,same_as,1
context::crows_pairs::1021::hi::race-color,context::crows_pairs::1021::bn::race-color,same_as,1
group::en::light,group::hi::हल्का,same_as,1
context::crows_pairs::1022::en::physical-appearance,context::crows_pairs::1022::hi::physical-appearance,same_as,1
group::en::light,group::bn::হালকা,same_as,1
context::crows_pairs::1022::en::physical-appearance,context::crows_pairs::1022::bn::physical-appearance,same_as,1
group::hi::हल्का,group::bn::হালকা,same_as,1
context::crows_pairs::1022::hi::physical-appearance,context::crows_pairs::1022::bn::physical-appearance,same_as,1
context::crows_pairs::1023::en::gender,context::crows_pairs::1023::hi::gender,same_as,1
context::crows_pairs::1023::en::gender,context::crows_pairs::1023::bn::gender,same_as,1
context::crows_pairs::1023::hi::gender,context::crows_pairs::1023::bn::gender,same_as,1
group::en::norse,group::hi::नॉर्स,same_as,1
context::crows_pairs::1024::en::nationality,context::crows_pairs::1024::hi::nationality,same_as,1
context::crows_pairs::1024::en::nationality,context::crows_pairs::1024::bn::nationality,same_as,1
group::hi::नॉर्स,group::bn::নর্স,same_as,1
context::crows_pairs::1024::hi::nationality,context::crows_pairs::1024::bn::nationality,same_as,1
context::crows_pairs::1025::en::gender,context::crows_pairs::1025::hi::gender,same_as,1
context::crows_pairs::1025::en::gender,context::crows_pairs::1025::bn::gender,same_as,1
context::crows_pairs::1025::hi::gender,context::crows_pairs::1025::bn::gender,same_as,1
group::en::aids,group::hi::एड्स,same_as,1
group::en::the cold,group::hi::सर्दी-ज़ुकाम,same_as,1
context::crows_pairs::1026::en::disability,context::crows_pairs::1026::hi::disability,same_as,1
group::en::aids,group::bn::এইডস,same_as,1
group::en::the cold,group::bn::সর্দি-কাশি,same_as,1
context::crows_pairs::1026::en::disability,context::crows_pairs::1026::bn::disability,same_as,1
group::hi::एड्स,group::bn::এইডস,same_as,1
group::hi::सर्दी-ज़ुकाम,group::bn::সর্দি-কাশি,same_as,1
context::crows_pairs::1026::hi::disability,context::crows_pairs::1026::bn::disability,same_as,1
group::en::sharon,group::hi::शेरॉन,same_as,1
context::crows_pairs::1027::en::gender,context::crows_pairs::1027::hi::gender,same_as,1
group::en::sharon,group::bn::শ্যারন,same_as,1
context::crows_pairs::1027::en::gender,context::crows_pairs::1027::bn::gender,same_as,1
group::hi::शेरॉन,group::bn::শ্যারন,same_as,1
context::crows_pairs::1027::hi::gender,context::crows_pairs::1027::bn::gender,same_as,1
context::crows_pairs::1028::en::sexual-orientation,context::crows_pairs::1028::hi::sexual-orientation,same_as,1
context::crows_pairs::1028::en::sexual-orientation,context::crows_pairs::1028::bn::sexual-orientation,same_as,1
context::crows_pairs::1028::hi::sexual-orientation,context::crows_pairs::1028::bn::sexual-orientation,same_as,1
context::crows_pairs::1029::en::race-color,context::crows_pairs::1029::hi::race-color,same_as,1
context::crows_pairs::1029::en::race-color,context::crows_pairs::1029::bn::race-color,same_as,1
context::crows_pairs::1029::hi::race-color,context::crows_pairs::1029::bn::race-color,same_as,1
context::crows_pairs::1030::en::sexual-orientation,context::crows_pairs::1030::hi::sexual-orientation,same_as,1
context::crows_pairs::1030::en::sexual-orientation,context::crows_pairs::1030::bn::sexual-orientation,same_as,1
context::crows_pairs::1030::hi::sexual-orientation,context::crows_pairs::1030::bn::sexual-orientation,same_as,1
context::crows_pairs::1031::en::socioeconomic,context::crows_pairs::1031::hi::socioeconomic,same_as,1
context::crows_pairs::1031::en::socioeconomic,context::crows_pairs::1031::bn::socioeconomic,same_as,1
context::crows_pairs::1031::hi::socioeconomic,context::crows_pairs::1031::bn::socioeconomic,same_as,1
context::crows_pairs::1032::en::disability,context::crows_pairs::1032::hi::disability,same_as,1
group::en::smart,group::bn::বুদ্ধিমান,same_as,1
context::crows_pairs::1032::en::disability,context::crows_pairs::1032::bn::disability,same_as,1
group::hi::होशियार,group::bn::বুদ্ধিমান,same_as,1
context::crows_pairs::1032::hi::disability,context::crows_pairs::1032::bn::disability,same_as,1
group::en::marquis,group::hi::मार्किस,same_as,1
group::en::connor,group::hi::कॉनर,same_as,1
context::crows_pairs::1033::en::race-color,context::crows_pairs::1033::hi::race-color,same_as,1
group::en::marquis,group::bn::মার্কুইস,same_as,1
group::en::connor,group::bn::কনর,same_as,1
context::crows_pairs::1033::en::race-color,context::crows_pairs::1033::bn::race-color,same_as,1
group::hi::मार्किस,group::bn::মার্কুইস,same_as,1
group::hi::कॉनर,group::bn::কনর,same_as,1
context::crows_pairs::1033::hi::race-color,context::crows_pairs::1033::bn::race-color,same_as,1
group::en::john ship,group::hi::जॉन शिप,same_as,1
group::en::martha ship,group::hi::मार्था शिप,same_as,1
context::crows_pairs::1034::en::gender,context::crows_pairs::1034::hi::gender,same_as,1
group::en::john ship,group::bn::জন জাহাজ,same_as,1
group::en::martha ship,group::bn::মার্থা জাহাজ,same_as,1
context::crows_pairs::1034::en::gender,context::crows_pairs::1034::bn::gender,same_as,1
group::hi::जॉन शिप,group::bn::জন জাহাজ,same_as,1
group::hi::मार्था शिप,group::bn::মার্থা জাহাজ,same_as,1
context::crows_pairs::1034::hi::gender,context::crows_pairs::1034::bn::gender,same_as,1
context::crows_pairs::1035::en::race-color,context::crows_pairs::1035::hi::race-color,same_as,1
context::crows_pairs::1035::en::race-color,context::crows_pairs::1035::bn::race-color,same_as,1
context::crows_pairs::1035::hi::race-color,context::crows_pairs::1035::bn::race-color,same_as,1
context::crows_pairs::1036::en::gender,context::crows_pairs::1036::hi::gender,same_as,1
context::crows_pairs::1036::en::gender,context::crows_pairs::1036::bn::gender,same_as,1
context::crows_pairs::1036::hi::gender,context::crows_pairs::1036::bn::gender,same_as,1
context::crows_pairs::1037::en::gender,context::crows_pairs::1037::hi::gender,same_as,1
context::crows_pairs::1037::en::gender,context::crows_pairs::1037::bn::gender,same_as,1
context::crows_pairs::1037::hi::gender,context::crows_pairs::1037::bn::gender,same_as,1
context::crows_pairs::1038::en::race-color,context::crows_pairs::1038::hi::race-color,same_as,1
context::crows_pairs::1038::en::race-color,context::crows_pairs::1038::bn::race-color,same_as,1
context::crows_pairs::1038::hi::race-color,context::crows_pairs::1038::bn::race-color,same_as,1
context::crows_pairs::1039::en::race-color,context::crows_pairs::1039::hi::race-color,same_as,1
context::crows_pairs::1039::en::race-color,context::crows_pairs::1039::bn::race-color,same_as,1
context::crows_pairs::1039::hi::race-color,context::crows_pairs::1039::bn::race-color,same_as,1
context::crows_pairs::1040::en::sexual-orientation,context::crows_pairs::1040::hi::sexual-orientation,same_as,1
context::crows_pairs::1040::en::sexual-orientation,context::crows_pairs::1040::bn::sexual-orientation,same_as,1
context::crows_pairs::1040::hi::sexual-orientation,context::crows_pairs::1040::bn::sexual-orientation,same_as,1
context::crows_pairs::1041::en::race-color,context::crows_pairs::1041::hi::race-color,same_as,1
context::crows_pairs::1041::en::race-color,context::crows_pairs::1041::bn::race-color,same_as,1
context::crows_pairs::1041::hi::race-color,context::crows_pairs::1041::bn::race-color,same_as,1
context::crows_pairs::1042::en::nationality,context::crows_pairs::1042::hi::nationality,same_as,1
group::en::immigrants,group::bn::অভিবাসী,same_as,1
context::crows_pairs::1042::en::nationality,context::crows_pairs::1042::bn::nationality,same_as,1
group::hi::अप्रवासी,group::bn::অভিবাসী,same_as,1
context::crows_pairs::1042::hi::nationality,context::crows_pairs::1042::bn::nationality,same_as,1
context::crows_pairs::1043::en::race-color,context::crows_pairs::1043::hi::race-color,same_as,1
context::crows_pairs::1043::en::race-color,context::crows_pairs::1043::bn::race-color,same_as,1
context::crows_pairs::1043::hi::race-color,context::crows_pairs::1043::bn::race-color,same_as,1
context::crows_pairs::1044::en::race-color,context::crows_pairs::1044::hi::race-color,same_as,1
context::crows_pairs::1044::en::race-color,context::crows_pairs::1044::bn::race-color,same_as,1
context::crows_pairs::1044::hi::race-color,context::crows_pairs::1044::bn::race-color,same_as,1
group::en::naomi,group::hi::नाओमी,same_as,1
context::crows_pairs::1045::en::gender,context::crows_pairs::1045::hi::gender,same_as,1
group::en::naomi,group::bn::নাওমি,same_as,1
context::crows_pairs::1045::en::gender,context::crows_pairs::1045::bn::gender,same_as,1
group::hi::नाओमी,group::bn::নাওমি,same_as,1
context::crows_pairs::1045::hi::gender,context::crows_pairs::1045::bn::gender,same_as,1
context::crows_pairs::1046::en::religion,context::crows_pairs::1046::hi::religion,same_as,1
context::crows_pairs::1046::en::religion,context::crows_pairs::1046::bn::religion,same_as,1
context::crows_pairs::1046::hi::religion,context::crows_pairs::1046::bn::religion,same_as,1
group::en::ladies,group::hi::महिलाएँ,same_as,1
context::crows_pairs::1047::en::sexual-orientation,context::crows_pairs::1047::hi::sexual-orientation,same_as,1
group::en::ladies,group::bn::মহিলাদের,same_as,1
context::crows_pairs::1047::en::sexual-orientation,context::crows_pairs::1047::bn::sexual-orientation,same_as,1
context::crows_pairs::1047::hi::sexual-orientation,context::crows_pairs::1047::bn::sexual-orientation,same_as,1
group::en::a californian,group::hi::एक कैलिफ़ोर्नियावासी,same_as,1
context::crows_pairs::1048::en::nationality,context::crows_pairs::1048::hi::nationality,same_as,1
context::crows_pairs::1048::en::nationality,context::crows_pairs::1048::bn::nationality,same_as,1
group::hi::एक कैलिफ़ोर्नियावासी,group::bn::একজন ক্যালিফোর্নিয়ান,same_as,1
context::crows_pairs::1048::hi::nationality,context::crows_pairs::1048::bn::nationality,same_as,1
group::en::broken student,group::hi::टूटी-फूटी छात्रा,same_as,1
group::en::famous surgeon,group::hi::मशहूर सर्जन,same_as,1
context::crows_pairs::1049::en::socioeconomic,context::crows_pairs::1049::hi::socioeconomic,same_as,1
group::en::broken student,group::bn::অভাবী ছাত্রী,same_as,1
group::en::famous surgeon,group::bn::বিখ্যাত সার্জন,same_as,1
context::crows_pairs::1049::en::socioeconomic,context::crows_pairs::1049::bn::socioeconomic,same_as,1
group::hi::टूटी-फूटी छात्रा,group::bn::অভাবী ছাত্রী,same_as,1
group::hi::मशहूर सर्जन,group::bn::বিখ্যাত সার্জন,same_as,1
context::crows_pairs::1049::hi::socioeconomic,context::crows_pairs::1049::bn::socioeconomic,same_as,1
group::en::joey white,group::hi::जोयी व्हाइट,same_as,1
group::en::donald black,group::hi::डोनाल्ड ब्लैक,same_as,1
context::crows_pairs::1050::en::race-color,context::crows_pairs::1050::hi::race-color,same_as,1
group::en::joey white,group::bn::জোয়ি হোয়াইট,same_as,1
group::en::donald black,group::bn::ডোনাল্ড ব্ল্যাক,same_as,1
context::crows_pairs::1050::en::race-color,context::crows_pairs::1050::bn::race-color,same_as,1
group::hi::जोयी व्हाइट,group::bn::জোয়ি হোয়াইট,same_as,1
group::hi::डोनाल्ड ब्लैक,group::bn::ডোনাল্ড ব্ল্যাক,same_as,1
context::crows_pairs::1050::hi::race-color,context::crows_pairs::1050::bn::race-color,same_as,1
group::en::imigrants,group::hi::अप्रवासी,same_as,1
context::crows_pairs::1051::en::nationality,context::crows_pairs::1051::hi::nationality,same_as,1
group::en::imigrants,group::bn::অভিবাসীরা,same_as,1
context::crows_pairs::1051::en::nationality,context::crows_pairs::1051::bn::nationality,same_as,1
context::crows_pairs::1051::hi::nationality,context::crows_pairs::1051::bn::nationality,same_as,1
group::en::jenny her,group::hi::जेनी ने उसका,same_as,1
group::en::carl his,group::hi::कार्ल ने उसका,same_as,1
context::crows_pairs::1052::en::gender,context::crows_pairs::1052::hi::gender,same_as,1
group::en::carl his,group::bn::কার্ল তার,same_as,1
context::crows_pairs::1052::en::gender,context::crows_pairs::1052::bn::gender,same_as,1
group::hi::जेनी ने उसका,group::bn::জেনি তার,same_as,1
group::hi::कार्ल ने उसका,group::bn::কার্ল তার,same_as,1
context::crows_pairs::1052::hi::gender,context::crows_pairs::1052::bn::gender,same_as,1
group::en::california,group::hi::कैलिफ़ोर्निया,same_as,1
context::crows_pairs::1053::en::nationality,context::crows_pairs::1053::hi::nationality,same_as,1
group::en::california,group::bn::ক্যালিফোর্নিয়া,same_as,1
context::crows_pairs::1053::en::nationality,context::crows_pairs::1053::bn::nationality,same_as,1
group::hi::कैलिफ़ोर्निया,group::bn::ক্যালিফোর্নিয়া,same_as,1
context::crows_pairs::1053::hi::nationality,context::crows_pairs::1053::bn::nationality,same_as,1
group::en::javier ramirez,group::hi::जेवियर रामिरेज़,same_as,1
group::en::james robert,group::hi::जेम्स रॉबर्ट,same_as,1
context::crows_pairs::1054::en::race-color,context::crows_pairs::1054::hi::race-color,same_as,1
group::en::javier ramirez,group::bn::জাভিয়ার রামিরেজ,same_as,1
group::en::james robert,group::bn::জেমস রবার্ট,same_as,1
context::crows_pairs::1054::en::race-color,context::crows_pairs::1054::bn::race-color,same_as,1
group::hi::जेवियर रामिरेज़,group::bn::জাভিয়ার রামিরেজ,same_as,1
group::hi::जेम्स रॉबर्ट,group::bn::জেমস রবার্ট,same_as,1
context::crows_pairs::1054::hi::race-color,context::crows_pairs::1054::bn::race-color,same_as,1
context::crows_pairs::1055::en::race-color,context::crows_pairs::1055::hi::race-color,same_as,1
context::crows_pairs::1055::en::race-color,context::crows_pairs::1055::bn::race-color,same_as,1
context::crows_pairs::1055::hi::race-color,context::crows_pairs::1055::bn::race-color,same_as,1
group::en::women men,group::hi::महिलाओं,same_as,1
context::crows_pairs::1056::en::gender,context::crows_pairs::1056::hi::gender,same_as,1
context::crows_pairs::1056::en::gender,context::crows_pairs::1056::bn::gender,same_as,1
context::crows_pairs::1056::hi::gender,context::crows_pairs::1056::bn::gender,same_as,1
context::crows_pairs::1057::en::physical-appearance,context::crows_pairs::1057::hi::physical-appearance,same_as,1
group::en::overweight,group::bn::অতিস্থূল,same_as,1
context::crows_pairs::1057::en::physical-appearance,context::crows_pairs::1057::bn::physical-appearance,same_as,1
group::hi::मोटा,group::bn::অতিস্থূল,same_as,1
context::crows_pairs::1057::hi::physical-appearance,context::crows_pairs::1057::bn::physical-appearance,same_as,1
group::en::butches harley-davidsons,group::hi::बचेस हार्ले-डेविडसन,same_as,1
group::en::straight women harley davidsons,group::hi::सीधी महिलाएँ हार्ले-डेविडसन,same_as,1
context::crows_pairs::1058::en::sexual-orientation,context::crows_pairs::1058::hi::sexual-orientation,same_as,1
group::en::butches harley-davidsons,group::bn::বাচ্চি (butches) হার্লে-ডেভিডসন,same_as,1
group::en::straight women harley davidsons,group::bn::স্ট্রেইট নারীরা হার্লে-ডেভিডসন,same_as,1
context::crows_pairs::1058::en::sexual-orientation,context::crows_pairs::1058::bn::sexual-orientation,same_as,1
group::hi::बचेस हार्ले-डेविडसन,group::bn::বাচ্চি (butches) হার্লে-ডেভিডসন,same_as,1
group::hi::सीधी महिलाएँ हार्ले-डेविडसन,group::bn::স্ট্রেইট নারীরা হার্লে-ডেভিডসন,same_as,1
context::crows_pairs::1058::hi::sexual-orientation,context::crows_pairs::1058::bn::sexual-orientation,same_as,1
context::crows_pairs::1059::en::gender,context::crows_pairs::1059::hi::gender,same_as,1
context::crows_pairs::1059::en::gender,context::crows_pairs::1059::bn::gender,same_as,1
context::crows_pairs::1059::hi::gender,context::crows_pairs::1059::bn::gender,same_as,1
group::en::dustin,group::hi::डस्टिन,same_as,1
context::crows_pairs::1060::en::race-color,context::crows_pairs::1060::hi::race-color,same_as,1
group::en::dustin,group::bn::ডাস্টিন,same_as,1
context::crows_pairs::1060::en::race-color,context::crows_pairs::1060::bn::race-color,same_as,1
group::hi::डस्टिन,group::bn::ডাস্টিন,same_as,1
context::crows_pairs::1060::hi::race-color,context::crows_pairs::1060::bn::race-color,same_as,1
context::crows_pairs::1061::en::nationality,context::crows_pairs::1061::hi::nationality,same_as,1
context::crows_pairs::1061::en::nationality,context::crows_pairs::1061::bn::nationality,same_as,1
context::crows_pairs::1061::hi::nationality,context::crows_pairs::1061::bn::nationality,same_as,1
context::crows_pairs::1062::en::race-color,context::crows_pairs::1062::hi::race-color,same_as,1
group::en::lamar,group::bn::ল্যামার,same_as,1
context::crows_pairs::1062::en::race-color,context::crows_pairs::1062::bn::race-color,same_as,1
group::hi::लैमर,group::bn::ল্যামার,same_as,1
context::crows_pairs::1062::hi::race-color,context::crows_pairs::1062::bn::race-color,same_as,1
context::crows_pairs::1063::en::race-color,context::crows_pairs::1063::hi::race-color,same_as,1
context::crows_pairs::1063::en::race-color,context::crows_pairs::1063::bn::race-color,same_as,1
group::hi::अश्वेतों,group::bn::কালো মানুষ,same_as,1
group::hi::श्वेतों,group::bn::সাদা চামড়ার মানুষ,same_as,1
context::crows_pairs::1063::hi::race-color,context::crows_pairs::1063::bn::race-color,same_as,1
context::crows_pairs::1064::en::race-color,context::crows_pairs::1064::hi::race-color,same_as,1
context::crows_pairs::1064::en::race-color,context::crows_pairs::1064::bn::race-color,same_as,1
context::crows_pairs::1064::hi::race-color,context::crows_pairs::1064::bn::race-color,same_as,1
context::crows_pairs::1065::en::race-color,context::crows_pairs::1065::hi::race-color,same_as,1
context::crows_pairs::1065::en::race-color,context::crows_pairs::1065::bn::race-color,same_as,1
context::crows_pairs::1065::hi::race-color,context::crows_pairs::1065::bn::race-color,same_as,1
group::en::handsome,group::hi::सुंदर,same_as,1
context::crows_pairs::1066::en::physical-appearance,context::crows_pairs::1066::hi::physical-appearance,same_as,1
group::en::ugly,group::bn::অরুপ/বদশক্ল,same_as,1
group::en::handsome,group::bn::সুশ্রী/সুন্দর,same_as,1
context::crows_pairs::1066::en::physical-appearance,context::crows_pairs::1066::bn::physical-appearance,same_as,1
group::hi::बदसूरत,group::bn::অরুপ/বদশক্ল,same_as,1
group::hi::सुंदर,group::bn::সুশ্রী/সুন্দর,same_as,1
context::crows_pairs::1066::hi::physical-appearance,context::crows_pairs::1066::bn::physical-appearance,same_as,1
group::en::san lee,group::hi::सान ली,same_as,1
group::en::barbara,group::hi::बार्बरा,same_as,1
context::crows_pairs::1067::en::race-color,context::crows_pairs::1067::hi::race-color,same_as,1
group::en::san lee,group::bn::সান লি,same_as,1
group::en::barbara,group::bn::বারবারা,same_as,1
context::crows_pairs::1067::en::race-color,context::crows_pairs::1067::bn::race-color,same_as,1
group::hi::सान ली,group::bn::সান লি,same_as,1
group::hi::बार्बरा,group::bn::বারবারা,same_as,1
context::crows_pairs::1067::hi::race-color,context::crows_pairs::1067::bn::race-color,same_as,1
context::crows_pairs::1068::en::socioeconomic,context::crows_pairs::1068::hi::socioeconomic,same_as,1
context::crows_pairs::1068::en::socioeconomic,context::crows_pairs::1068::bn::socioeconomic,same_as,1
context::crows_pairs::1068::hi::socioeconomic,context::crows_pairs::1068::bn::socioeconomic,same_as,1
group::en::gifted,group::hi::प्रतिभाशाली,same_as,1
context::crows_pairs::1069::en::disability,context::crows_pairs::1069::hi::disability,same_as,1
group::en::gifted,group::bn::প্রতিভাবান,same_as,1
context::crows_pairs::1069::en::disability,context::crows_pairs::1069::bn::disability,same_as,1
context::crows_pairs::1069::hi::disability,context::crows_pairs::1069::bn::disability,same_as,1
context::crows_pairs::1070::en::religion,context::crows_pairs::1070::hi::religion,same_as,1
context::crows_pairs::1070::en::religion,context::crows_pairs::1070::bn::religion,same_as,1
context::crows_pairs::1070::hi::religion,context::crows_pairs::1070::bn::religion,same_as,1
context::crows_pairs::1071::en::race-color,context::crows_pairs::1071::hi::race-color,same_as,1
context::crows_pairs::1071::en::race-color,context::crows_pairs::1071::bn::race-color,same_as,1
context::crows_pairs::1071::hi::race-color,context::crows_pairs::1071::bn::race-color,same_as,1
context::crows_pairs::1072::en::nationality,context::crows_pairs::1072::hi::nationality,same_as,1
context::crows_pairs::1072::en::nationality,context::crows_pairs::1072::bn::nationality,same_as,1
context::crows_pairs::1072::hi::nationality,context::crows_pairs::1072::bn::nationality,same_as,1
group::en::cute,group::hi::प्यारा,same_as,1
context::crows_pairs::1073::en::physical-appearance,context::crows_pairs::1073::hi::physical-appearance,same_as,1
group::en::overweight,group::bn::ওভারওয়েট,same_as,1
group::en::cute,group::bn::সুন্দর,same_as,1
context::crows_pairs::1073::en::physical-appearance,context::crows_pairs::1073::bn::physical-appearance,same_as,1
group::hi::मोटा,group::bn::ওভারওয়েট,same_as,1
group::hi::प्यारा,group::bn::সুন্দর,same_as,1
context::crows_pairs::1073::hi::physical-appearance,context::crows_pairs::1073::bn::physical-appearance,same_as,1
group::en::kids,group::hi::बच्चे,same_as,1
group::en::doctors,group::hi::डॉक्टर,same_as,1
context::crows_pairs::1074::en::age,context::crows_pairs::1074::hi::age,same_as,1
group::en::kids,group::bn::বাচ্চারা,same_as,1
group::en::doctors,group::bn::ডাক্তাররা,same_as,1
context::crows_pairs::1074::en::age,context::crows_pairs::1074::bn::age,same_as,1
group::hi::बच्चे,group::bn::বাচ্চারা,same_as,1
group::hi::डॉक्टर,group::bn::ডাক্তাররা,same_as,1
context::crows_pairs::1074::hi::age,context::crows_pairs::1074::bn::age,same_as,1
group::en::cougars,group::hi::कूगर्स,same_as,1
group::en::twenty-year-olds,group::hi::बीस साल के युवा,same_as,1
context::crows_pairs::1075::en::age,context::crows_pairs::1075::hi::age,same_as,1
group::en::cougars,group::bn::বুড়ি নারী,same_as,1
group::en::twenty-year-olds,group::bn::বিশ বছর বয়সীরা,same_as,1
context::crows_pairs::1075::en::age,context::crows_pairs::1075::bn::age,same_as,1
group::hi::कूगर्स,group::bn::বুড়ি নারী,same_as,1
group::hi::बीस साल के युवा,group::bn::বিশ বছর বয়সীরা,same_as,1
context::crows_pairs::1075::hi::age,context::crows_pairs::1075::bn::age,same_as,1
context::crows_pairs::1076::en::race-color,context::crows_pairs::1076::hi::race-color,same_as,1
context::crows_pairs::1076::en::race-color,context::crows_pairs::1076::bn::race-color,same_as,1
context::crows_pairs::1076::hi::race-color,context::crows_pairs::1076::bn::race-color,same_as,1
group::en::business man,group::hi::बिज़नेसमैन,same_as,1
group::en::mechanic,group::hi::मैकेनिक,same_as,1
context::crows_pairs::1077::en::socioeconomic,context::crows_pairs::1077::hi::socioeconomic,same_as,1
group::en::mechanic,group::bn::মেকানিক,same_as,1
context::crows_pairs::1077::en::socioeconomic,context::crows_pairs::1077::bn::socioeconomic,same_as,1
group::hi::बिज़नेसमैन,group::bn::ব্যবসায়ী,same_as,1
group::hi::मैकेनिक,group::bn::মেকানিক,same_as,1
context::crows_pairs::1077::hi::socioeconomic,context::crows_pairs::1077::bn::socioeconomic,same_as,1
